timestamp,x,y,z
1692845357.421764,1.8452338,7.5857873,-0.062355895
1692845357.522613,1.848444,7.588803,-0.0017715691
1692845357.626109,1.8542292,7.590134,0.050147057
1692845357.726024,1.8621686,7.5894885,0.09690125
1692845357.825944,1.8723843,7.586714,0.14666869
1692845357.926035,1.8849924,7.581363,0.20295836
1692845358.026084,1.9002641,7.572672,0.26410717
1692845358.121632,1.9160417,7.562093,0.32195535
1692845358.221681,1.9296026,7.5523524,0.370858
1692845358.321748,1.938574,7.545709,0.4060881
1692845358.421817,1.946999,7.539523,0.4448203
1692845358.52194,1.9588256,7.531236,0.50251645
1692845358.621838,1.9735451,7.5217905,0.57110417
1692845358.721813,1.9894403,7.513092,0.63585806
1692845358.821773,2.0079825,7.504578,0.6967714
1692845358.9216,2.0317905,7.494585,0.7606353
1692845359.021833,2.0585527,7.4835052,0.8239546
1692845359.12216,2.083748,7.472732,0.87824017
1692845359.221905,2.1099436,7.4614916,0.9278042
1692845359.321801,2.1433847,7.4478474,0.9835331
1692845359.42166,2.1844056,7.431822,1.0446721
1692845359.521617,2.2303846,7.4143953,1.1053579
1692845359.621699,2.2777598,7.396824,1.1645019
1692845359.721652,2.3224456,7.380511,1.2231007
1692845359.82173,2.3613634,7.3664303,1.2792611
1692845359.921779,2.3917038,7.3554273,1.3290927
1692845360.021912,2.4130955,7.347604,1.3730152
1692845360.121959,2.4298794,7.341647,1.4198734
1692845360.22194,2.4445076,7.336671,1.4748489
1692845360.32192,2.454383,7.3330355,1.5335392
1692845360.422011,2.4583938,7.330856,1.590171
1692845360.557879,2.4596655,7.3290887,1.6528941
1692845360.657795,2.4596734,7.328463,1.690262
1692845360.757726,2.4585054,7.3289323,1.7305752
1692845360.857759,2.456206,7.3304925,1.7764095
1692845360.957541,2.4531968,7.332764,1.825168
1692845361.057545,2.4499564,7.3350835,1.8722891
1692845361.157466,2.4469697,7.3366485,1.9120394
1692845361.257494,2.4438615,7.337622,1.9478117
1692845361.357446,2.4397807,7.3387513,1.9884979
1692845361.457774,2.435166,7.339868,2.036875
1692845361.557597,2.4314725,7.340119,2.0898495
1692845361.657662,2.4289622,7.339489,2.1431262
1692845361.757617,2.4270709,7.338575,2.1909807
1692845361.857581,2.4253676,7.337572,2.2355688
1692845361.957699,2.4235706,7.3363643,2.2840695
1692845362.057676,2.4217415,7.334692,2.3371382
1692845362.157521,2.4201515,7.332246,2.3912377
1692845362.258059,2.4189353,7.3293843,2.4438276
1692845362.357758,2.4181652,7.327007,2.4917376
1692845362.457343,2.4180136,7.325308,2.534459
1692845362.560981,2.4188075,7.324001,2.5735798
1692845362.657471,2.420396,7.323028,2.606413
1692845362.75767,2.4220543,7.3222637,2.6415367
1692845362.85766,2.4230688,7.3217487,2.679617
1692845362.957522,2.4236495,7.3214087,2.7147212
1692845363.057668,2.424273,7.321032,2.7431264
1692845363.157946,2.425769,7.32009,2.7692308
1692845363.258126,2.4285905,7.3183193,2.7967594
1692845363.357885,2.4321759,7.316198,2.8247335
1692845363.457842,2.4359415,7.3142242,2.8516352
1692845363.557845,2.4395134,7.312739,2.8752947
1692845363.657981,2.442731,7.3119493,2.8951561
1692845363.757752,2.445899,7.311767,2.9154074
1692845363.85807,2.4492836,7.3119926,2.9398715
1692845363.957947,2.4525697,7.312269,2.9672737
1692845364.057444,2.4554641,7.3123255,2.995311
1692845364.157524,2.457931,7.312221,3.0207872
1692845364.257776,2.4599476,7.311967,3.0416915
1692845364.357467,2.4615312,7.3112535,3.0614946
1692845364.457602,2.4628453,7.309804,3.083574
1692845364.557459,2.464353,7.307665,3.1066077
1692845364.657681,2.4665375,7.3049335,3.1287656
1692845364.757679,2.4690053,7.3019485,3.1479518
1692845364.857672,2.470827,7.2991476,3.1625342
1692845364.957604,2.471904,7.296548,3.1743836
1692845365.057429,2.4727123,7.2938867,3.1875918
1692845365.157612,2.4734182,7.291269,3.202251
1692845365.257497,2.4739356,7.289112,3.215231
1692845365.357588,2.4743152,7.287509,3.2266576
1692845365.457646,2.4747925,7.2861395,3.2409961
1692845365.557729,2.475459,7.2847934,3.260428
1692845365.657973,2.4759839,7.283648,3.2801447
1692845365.757485,2.4759896,7.282817,3.296633
1692845365.857576,2.4751716,7.281961,3.3149498
1692845365.957462,2.4734497,7.28089,3.3391745
1692845366.057532,2.471381,7.2800517,3.3668108
1692845366.157625,2.4694927,7.2798667,3.3944767
1692845366.257691,2.46791,7.280355,3.420175
1692845366.35779,2.4666004,7.281427,3.4434767
1692845366.45748,2.4652443,7.282827,3.467943
1692845366.557711,2.463591,7.284402,3.4969945
1692845366.657555,2.461838,7.28629,3.529837
1692845366.757505,2.4602015,7.288518,3.5645576
1692845366.857628,2.4588013,7.2905025,3.5964208
1692845366.957654,2.457697,7.2917705,3.6224482
1692845367.057702,2.456807,7.2925673,3.6470666
1692845367.157484,2.4560626,7.2932463,3.6756258
1692845367.25782,2.455938,7.2937837,3.7087896
1692845367.357597,2.4572692,7.293872,3.7425907
1692845367.457886,2.4597404,7.29364,3.7735677
1692845367.557575,2.4621835,7.293542,3.7976644
1692845367.657518,2.464454,7.293902,3.8130114
1692845367.757602,2.4669914,7.294953,3.818694
1692845367.857704,2.4697957,7.296805,3.8168738
1692845367.957567,2.4725642,7.2994494,3.811763
