timestamp,x,y,z
1692848870.358679,5.2323346,11.842526,0.45011675
1692848870.458819,5.2352357,11.843869,0.49341324
1692848870.55929,5.240468,11.842414,0.53831416
1692848870.659212,5.2462864,11.839232,0.5820505
1692848870.759745,5.2510533,11.8353405,0.62274164
1692848870.859069,5.2539682,11.831654,0.6593347
1692848870.959327,5.257181,11.8283415,0.69820964
1692848871.059068,5.2623405,11.825743,0.7430191
1692848871.159274,5.268713,11.82453,0.7916687
1692848871.258928,5.2751307,11.825004,0.83968186
1692848871.359125,5.2808456,11.826113,0.88269967
1692848871.45902,5.285304,11.827029,0.918971
1692848871.559034,5.288785,11.828292,0.95779467
1692848871.658901,5.2912364,11.830501,1.0059515
1692848871.759184,5.291316,11.833744,1.0583538
1692848871.858825,5.288263,11.837601,1.107868
1692848871.958827,5.2832527,11.840839,1.150991
1692848872.058733,5.2772985,11.842425,1.1875381
1692848872.159047,5.270239,11.842209,1.2263343
1692848872.258966,5.262518,11.84025,1.2732224
1692848872.359231,5.256364,11.836839,1.3243048
1692848872.459118,5.2536135,11.8325405,1.3741307
1692848872.558877,5.2539234,11.828415,1.4202149
1692848872.658874,5.256504,11.825413,1.4623698
1692848872.758709,5.260135,11.823981,1.5054779
1692848872.858863,5.2636228,11.824032,1.5533376
1692848872.959096,5.2659345,11.824476,1.603564
1692848873.058864,5.2666936,11.8242855,1.6537095
1692848873.158899,5.267131,11.822978,1.7044833
1692848873.258999,5.268315,11.820473,1.7552394
1692848873.358859,5.270221,11.817568,1.8018416
1692848873.458819,5.272412,11.814986,1.8429956
1692848873.559182,5.273695,11.812861,1.8868798
1692848873.658727,5.273223,11.811379,1.937948
1692848873.758938,5.2716365,11.811106,1.9874681
1692848873.858839,5.2698255,11.81221,2.0281937
1692848873.958775,5.2685585,11.813427,2.0687604
1692848874.059033,5.268445,11.81416,2.116181
1692848874.159186,5.2697487,11.815969,2.1670792
1692848874.258961,5.2725706,11.819674,2.2170062
1692848874.358846,5.2768087,11.823616,2.2627392
1692848874.458734,5.28226,11.826416,2.3034189
